"","logA","logSmax","logSigma","Scale"
"1",0.723061239669761,2.08538013910215,-0.339039147681532,10000
"2",0.354445193113563,2.53280346709011,-0.0423660675494678,10000
"3",0.486611418280259,3.02918267766926,-0.326351965715351,10000
"4",0.28027748461926,3.23353380998253,-0.203201328469128,10000
"5",0.254522498181878,3.25995245145743,-0.178193589267797,10000
"6",0.234082463977108,3.95135264003807,-0.185436762436507,10000
"7",0.259559949152691,2.56326308515366,-0.384070690219864,10000
"8",0.367702523150946,2.99512779502908,-0.304448117147446,10000
"9",0.189894586591112,4.23501504869714,-0.316967785308946,10000
"10",0.258188275528292,4.04824186260257,-0.212146928186063,10000
"11",0.208773883446463,5.12920966594607,-0.530605202280556,10000
"12",0.518163342741228,2.56612117591078,-0.298030210620989,10000
"13",0.558901175513634,2.04967822362065,-0.199338465784626,10000
"14",0.250549506216288,2.25791699313943,-0.502839724407874,10000
"15",0.214501885465895,4.66108045768751,-0.248763065634259,10000
"16",0.460133484984162,3.02779431124008,-0.134553883222831,10000
"17",0.250900071666591,2.22115509346354,-0.280800429975991,10000
"18",0.416949564492881,3.05157821412971,-0.198923247010156,10000
"19",0.0995774788760998,4.05665079768512,-0.207210864873084,10000
"20",0.264431633760398,3.1774502801055,-0.402207170902021,10000
"21",0.188895817676058,3.44524995707409,-0.427619556352822,10000
"22",0.181852117612922,2.97522658531289,-0.310942522858175,10000
"23",0.40440500902941,1.99383983014088,-0.234696810682732,10000
"24",0.247174768301851,2.95330719474937,-0.471705452410215,10000
"25",0.459152853395415,2.50609709467445,-0.294777727433842,10000
"26",0.48439847484221,2.39415254795873,-0.512984853748484,10000
"27",0.457539639594635,2.21850579524727,-0.354297337028602,10000
"28",0.677376917857094,2.55649707133032,-0.0707783652478444,10000
"29",0.491637255135793,2.59290593086792,-0.198700717899926,10000
"30",0.401559628150471,2.53896925222406,-0.214014027685442,10000
"31",0.487478232078855,2.1091686425124,-0.276735036180817,10000
"32",0.277787539340857,3.02625952752029,-0.332604913619493,10000
"33",0.197026035795201,4.1058470666755,-0.238388050916395,10000
"34",0.49494654625838,2.48113777582644,-0.319861986406856,10000
"35",0.496873767554231,2.62816189900189,-0.283740764121438,10000
"36",0.436876733014363,2.75884504308969,-0.279529388083778,10000
"37",0.650985287284369,2.28000697381486,-0.34872175686835,10000
"38",0.217958142024732,3.70056374897243,-0.0992318028064737,10000
"39",0.30646532217058,2.81007350080156,-0.261327753689854,10000
"40",0.363801101450981,2.51603502123824,-0.200083440347389,10000
"41",0.184053423554643,3.79261132074767,-0.0867464442438359,10000
"42",0.166830239392983,2.82478116997148,-0.175311440185183,10000
"43",0.328183395289588,3.66816420322243,-0.294280046171135,10000
"44",0.172742128897197,3.48949478223859,-0.0998324825225005,10000
"45",0.453276638666966,2.57777713820689,-0.129770837215187,10000
"46",0.237169981966989,3.12753174802034,-0.282911198393951,10000
"47",0.736818494453694,1.7484758154377,-0.26550265269182,10000
"48",0.437965131219899,2.98045070968345,-0.220606652666323,10000
"49",0.436603794054122,2.61138235949821,-0.20086013965631,10000
"50",0.0878429605622915,3.06452706930826,-0.277038369416195,10000
"51",0.23107359993811,2.68960379427166,-0.34374882666787,10000
"52",0.460187587584823,2.93780465441472,-0.354372894263958,10000
"53",0.495613489943026,2.51016161351528,-0.350480627192354,10000
"54",0.399852014850323,2.97949639209749,-0.414481358312877,10000
"55",0.401621027330235,2.59815465294347,-0.29890575848675,10000
"56",0.415616511675337,2.86655639930408,-0.153667134180775,10000
"57",0.506097526449414,1.31092203426572,-0.234518511929026,10000
"58",0.460296084666991,2.74528562326182,-0.177596933818285,10000
"59",0.634396129168175,2.68533877388219,-0.166828050591229,10000
